,id,status_group
12359,10189,functional
914,15975,non functional
42303,59353,functional
46920,15241,functional
27745,23265,functional
46830,5869,functional
29382,43955,non functional
36485,74208,functional
45829,25790,functional
37561,44443,functional
13023,33852,functional
22362,48632,functional
5970,18885,functional
12666,33570,functional
15932,60820,non functional
12436,29308,functional
48759,71140,non functional
57153,3422,non functional
24629,49463,non functional
53338,73383,non functional
24082,43648,non functional
30195,41209,functional
43103,9193,functional
39843,51809,non functional
45517,26239,functional needs repair
24428,13927,non functional
46922,42627,non functional
14298,32104,functional
9681,6175,functional
52531,26341,functional needs repair
47005,65362,functional
30132,49372,functional needs repair
54591,8902,non functional
54937,1487,functional
29105,59246,non functional
45713,11458,functional
44998,54067,functional
3517,39345,non functional
52637,5412,non functional
36397,39984,functional
2438,1253,functional
48789,64575,functional
46502,20569,non functional
53580,6798,non functional
58173,55304,functional
29400,24674,functional
44229,6401,functional
59084,7847,non functional
53318,5820,non functional
28236,744,functional
1498,50675,functional
37309,17121,functional
16114,3654,functional
36484,66530,non functional
28461,46361,functional
46044,35524,non functional
18790,57094,functional
42550,28157,functional
35109,36361,functional
50478,50791,functional
11507,31277,functional
43652,36160,functional
58743,59170,non functional
7795,48677,functional
38740,4303,functional
45967,11237,functional
34987,69666,functional
3888,45793,functional
34303,5624,non functional
48522,29743,non functional
39458,30419,functional
9662,32632,functional
50263,37683,non functional
35714,10370,non functional
46809,25340,functional needs repair
58035,53831,non functional
32348,51373,non functional
1681,24633,non functional
1544,63271,non functional
37366,26346,functional
15613,68993,non functional
16549,1567,non functional
20382,19455,non functional
9376,8828,functional needs repair
12904,18556,functional
7850,42756,functional
35225,49343,non functional
16980,66865,non functional
29920,54565,functional
52203,43860,functional
25824,33103,functional
4331,13584,non functional
15396,11112,functional
46116,1075,non functional
5546,1053,functional
42654,50094,functional
52257,22840,functional
40380,44965,functional
45021,3677,functional needs repair
2871,18613,non functional
40911,9534,functional needs repair
1819,51622,functional
8167,34224,non functional
53513,27586,functional
44525,16769,functional needs repair
39977,10579,functional
7144,53130,functional
13810,8469,functional
7164,18220,functional needs repair
43916,40806,functional
6970,17616,functional needs repair
29363,51391,non functional
14381,49728,functional
41073,29530,non functional
15233,10625,non functional
9949,10309,functional
18315,29068,functional
40410,32100,functional
53996,14589,functional
40034,28084,functional
50620,11719,functional
42436,13771,functional
34538,72747,functional
33536,5893,non functional
47696,18444,functional needs repair
39586,70350,functional
58844,70511,functional
21506,46796,functional
3012,2764,non functional
33165,51754,functional needs repair
3266,60302,functional
19341,30051,functional
39765,29181,functional
15398,56606,functional
13093,21039,non functional
7726,55908,functional
36558,58254,non functional
29406,11926,functional
44062,54831,functional
1634,49918,functional
16151,26064,non functional
55609,43864,functional needs repair
8124,65393,functional
51649,61584,non functional
299,40808,non functional
3189,30374,functional
19194,13581,non functional
39606,13966,functional
3382,19773,functional
58231,38545,non functional
20165,22576,functional
57750,51096,non functional
55067,54807,functional
332,17111,functional
54290,58037,non functional
38589,57281,functional needs repair
35761,40044,non functional
7258,39241,functional
36844,59391,functional
3544,4824,functional
42358,11813,non functional
5375,45644,non functional
13162,22726,functional
3837,57797,functional
24115,11139,non functional
25077,53850,non functional
28927,50984,non functional
16419,24260,functional
8469,5282,functional
31457,5080,non functional
53480,65764,functional
32268,34050,non functional
29332,11750,functional
52841,68835,functional
12622,35865,non functional
4852,43040,functional
34429,55319,functional
10624,8710,non functional
14597,9698,functional
6538,37592,functional needs repair
3364,33788,functional
18530,51507,functional
36761,38653,non functional
10975,14399,functional
57464,33484,functional needs repair
15591,6136,functional
58669,42929,functional
4051,10800,functional
22155,31372,functional needs repair
35103,59866,non functional
160,13815,functional
15246,56646,functional needs repair
58772,37784,functional
921,49160,non functional
938,21315,functional
47591,43416,functional
36534,29632,non functional
58911,49537,non functional
42629,73147,functional
12752,70550,non functional
54677,67686,non functional
3974,6040,functional
41590,25074,functional
18537,3048,functional needs repair
41024,38770,functional
54041,28892,non functional
14080,59524,functional
4408,20681,functional needs repair
28556,23569,functional needs repair
33266,8013,non functional
56124,59218,functional
352,68887,functional needs repair
22473,36901,functional
4505,50146,functional needs repair
39150,7871,functional
4833,8906,non functional
16652,24804,functional
54142,7769,functional
4314,19531,functional
43116,35470,functional
25217,65567,functional
48730,44640,functional
25052,56259,non functional
56273,4359,functional needs repair
28027,59639,functional
43462,71865,functional
31172,28445,non functional
9824,23397,functional
2002,5511,functional needs repair
21716,17285,non functional
35510,24835,functional
31466,38780,functional
25339,4862,functional
3725,53556,functional
43430,48540,functional
25734,23242,functional
49675,28069,functional
3603,73992,functional needs repair
15315,21259,non functional
37238,12460,functional
41917,20330,functional
44544,62133,functional
29520,32349,functional
29436,13515,functional
20968,10873,non functional
30978,10072,non functional
14016,42563,non functional
28604,58723,functional
29174,27044,functional
1579,15627,functional
56830,63229,functional
39938,56016,non functional
39300,19804,non functional
55980,33189,non functional
21176,72435,functional
2784,44898,functional
44724,43740,non functional
14093,23181,functional
42153,46842,non functional
44910,46612,functional
5526,72073,functional
31239,70541,functional
5734,66449,non functional
44221,50857,functional
2866,3862,functional
33018,39230,functional
34865,4316,functional
886,60535,functional
960,32952,non functional
31982,57712,functional
3943,15476,functional
11238,7768,functional
58176,31067,functional
51848,56873,functional
41806,11484,functional
2642,57325,functional
17004,36414,non functional
30838,13630,functional
43360,72938,functional
37417,34172,functional
36860,30479,functional
53625,32740,non functional
56196,40714,non functional
47343,52678,non functional
52078,34189,functional
52244,54060,functional
44827,67920,functional
57676,59774,non functional
43628,24855,non functional
1614,20133,functional
44026,33177,non functional
8987,63538,functional
17777,58229,functional
13609,24189,functional
46378,63758,non functional
59025,10017,functional
14652,52323,non functional
15697,60510,functional
50724,49913,functional
54991,53989,functional
23731,11652,functional
48678,18614,functional
19295,66250,non functional
29061,64987,functional
44180,36582,functional
14366,35154,functional
56521,35102,non functional
30005,51106,functional
19051,55986,functional
29152,50246,functional
44688,3728,non functional
34668,30231,functional
51437,57660,functional
28503,72812,non functional
53750,57443,functional
12272,35252,functional
27976,19791,functional
46334,36920,non functional
35754,28015,functional
52564,65972,functional
37080,23556,functional
18983,46091,non functional
26784,45827,functional
15753,25519,non functional
32080,57781,non functional
11136,61640,functional
39702,45012,functional
37727,37898,functional needs repair
35579,40823,non functional
56339,422,functional
56720,19218,functional needs repair
27759,53604,functional
43627,42117,non functional
31287,74020,non functional
19484,45794,functional
47363,1895,functional
5421,71676,non functional
13106,19397,functional
40632,4547,non functional
3679,68646,non functional
54492,47242,functional needs repair
